epoch,time,train_mse,train_l2,test_l2,learning_rate
372,1.27,0.000003,0.001784,0.002178,0.000001
373,1.24,0.000003,0.001791,0.002175,0.000001
374,1.24,0.000003,0.001788,0.002170,0.000001
375,1.23,0.000003,0.001783,0.002165,0.000001
376,1.24,0.000003,0.001785,0.002170,0.000001
377,1.27,0.000003,0.001791,0.002181,0.000001
378,1.24,0.000003,0.001786,0.002170,0.000001
379,1.24,0.000003,0.001795,0.002185,0.000001
380,1.24,0.000003,0.001788,0.002172,0.000001
381,1.26,0.000003,0.001777,0.002177,0.000001
382,1.27,0.000003,0.001779,0.002168,0.000001
383,1.24,0.000003,0.001786,0.002167,0.000001
384,1.24,0.000003,0.001774,0.002160,0.000001
Best model saved at epoch,384,with test_l2,0.002160
385,1.25,0.000003,0.001776,0.002181,0.000001
386,1.26,0.000003,0.001783,0.002177,0.000001
387,1.24,0.000003,0.001773,0.002152,0.000001
Best model saved at epoch,387,with test_l2,0.002152
388,1.24,0.000003,0.001772,0.002171,0.000001
389,1.25,0.000003,0.001771,0.002153,0.000001
390,1.25,0.000003,0.001769,0.002176,0.000001
391,1.26,0.000003,0.001778,0.002147,0.000001
Best model saved at epoch,391,with test_l2,0.002147
392,1.24,0.000003,0.001767,0.002162,0.000001
393,1.25,0.000003,0.001769,0.002188,0.000001
394,1.24,0.000003,0.001766,0.002163,0.000001
395,1.25,0.000003,0.001771,0.002156,0.000001
396,1.24,0.000003,0.001766,0.002161,0.000001
397,1.25,0.000003,0.001763,0.002156,0.000001
398,1.24,0.000003,0.001763,0.002146,0.000001
Best model saved at epoch,398,with test_l2,0.002146
399,1.25,0.000003,0.001760,0.002160,0.000000
400,1.26,0.000003,0.001753,0.002153,0.000000
401,1.25,0.000003,0.001750,0.002149,0.000000
402,1.24,0.000003,0.001749,0.002150,0.000000
403,1.23,0.000003,0.001752,0.002149,0.000000
404,1.25,0.000003,0.001748,0.002153,0.000000
405,1.26,0.000003,0.001752,0.002148,0.000000
406,1.26,0.000003,0.001749,0.002159,0.000000
407,1.24,0.000003,0.001750,0.002149,0.000000
408,1.24,0.000003,0.001749,0.002140,0.000000
Best model saved at epoch,408,with test_l2,0.002140
409,1.25,0.000003,0.001752,0.002151,0.000000
410,1.24,0.000003,0.001750,0.002150,0.000000
411,1.24,0.000003,0.001746,0.002140,0.000000
412,1.25,0.000003,0.001746,0.002142,0.000000
413,1.26,0.000003,0.001742,0.002139,0.000000
Best model saved at epoch,413,with test_l2,0.002139
414,1.25,0.000003,0.001744,0.002149,0.000000
415,1.25,0.000003,0.001746,0.002163,0.000000
416,1.25,0.000003,0.001747,0.002147,0.000000
417,1.25,0.000003,0.001741,0.002137,0.000000
Best model saved at epoch,417,with test_l2,0.002137
418,1.24,0.000003,0.001745,0.002133,0.000000
Best model saved at epoch,418,with test_l2,0.002133
419,1.25,0.000003,0.001740,0.002144,0.000000
420,1.25,0.000003,0.001741,0.002140,0.000000
421,1.25,0.000003,0.001740,0.002140,0.000000
422,1.24,0.000003,0.001740,0.002136,0.000000
423,1.24,0.000003,0.001742,0.002145,0.000000
424,1.25,0.000003,0.001738,0.002138,0.000000
425,1.25,0.000003,0.001738,0.002140,0.000000
426,1.26,0.000003,0.001737,0.002140,0.000000
427,1.24,0.000003,0.001739,0.002131,0.000000
Best model saved at epoch,427,with test_l2,0.002131
428,1.24,0.000003,0.001740,0.002141,0.000000
429,1.25,0.000003,0.001737,0.002129,0.000000
Best model saved at epoch,429,with test_l2,0.002129
