epoch,time,train_mse,train_l2,test_l2,learning_rate
230,1.78,3.035228e-08,2.470008e-02,2.387569e-02,1.000000e-03
231,1.81,2.481367e-08,2.246806e-02,2.542927e-02,1.000000e-03
232,2.16,2.586455e-08,2.303895e-02,2.363410e-02,1.000000e-03
233,2.11,2.805220e-08,2.380399e-02,2.522870e-02,1.000000e-03
234,1.69,2.812485e-08,2.390002e-02,2.499536e-02,1.000000e-03
235,1.92,2.766944e-08,2.375257e-02,2.478988e-02,1.000000e-03
236,2.05,2.575041e-08,2.286045e-02,2.723071e-02,1.000000e-03
237,1.85,2.682506e-08,2.331698e-02,2.451251e-02,1.000000e-03
238,1.89,2.611979e-08,2.305417e-02,2.550929e-02,1.000000e-03
239,2.29,2.489613e-08,2.248334e-02,2.487958e-02,1.000000e-03
240,2.00,2.340600e-08,2.187740e-02,2.375765e-02,1.000000e-03
241,1.83,2.841840e-08,2.387873e-02,2.344707e-02,1.000000e-03
Best model saved at epoch,241,with test_l2,2.344707e-02
242,1.93,2.395876e-08,2.211715e-02,2.430013e-02,1.000000e-03
243,1.80,2.887465e-08,2.417210e-02,3.329462e-02,1.000000e-03
244,1.83,3.018529e-08,2.476822e-02,2.315340e-02,1.000000e-03
Best model saved at epoch,244,with test_l2,2.315340e-02
245,1.83,2.475245e-08,2.249360e-02,2.847636e-02,1.000000e-03
246,1.94,3.775062e-08,2.729232e-02,2.409180e-02,1.000000e-03
247,1.99,2.500634e-08,2.259559e-02,2.364062e-02,1.000000e-03
248,2.26,2.562564e-08,2.275547e-02,2.339625e-02,1.000000e-03
249,2.04,2.691333e-08,2.332032e-02,2.308143e-02,1.000000e-03
Best model saved at epoch,249,with test_l2,2.308143e-02
250,1.97,2.406005e-08,2.215356e-02,2.387038e-02,1.000000e-03
251,1.94,2.755391e-08,2.362590e-02,2.411660e-02,1.000000e-03
252,2.26,3.119483e-08,2.508043e-02,2.453904e-02,1.000000e-03
253,2.06,2.640739e-08,2.316158e-02,2.283291e-02,1.000000e-03
Best model saved at epoch,253,with test_l2,2.283291e-02
254,1.63,2.529342e-08,2.264776e-02,2.401387e-02,1.000000e-03
255,1.88,2.484722e-08,2.247844e-02,2.358050e-02,1.000000e-03
256,1.82,2.534057e-08,2.276880e-02,2.292706e-02,1.000000e-03
257,2.05,2.312860e-08,2.171274e-02,2.539733e-02,1.000000e-03
258,1.97,2.562997e-08,2.289402e-02,2.461379e-02,1.000000e-03
259,2.47,2.349986e-08,2.190432e-02,2.511342e-02,1.000000e-03
260,2.29,2.543936e-08,2.270742e-02,2.375239e-02,1.000000e-03
261,2.30,2.537001e-08,2.280773e-02,2.546903e-02,1.000000e-03
262,1.87,2.294883e-08,2.165741e-02,2.231429e-02,1.000000e-03
Best model saved at epoch,262,with test_l2,2.231429e-02
263,1.87,2.372043e-08,2.197629e-02,2.406755e-02,1.000000e-03
264,2.05,2.343992e-08,2.182603e-02,2.323725e-02,1.000000e-03
265,1.98,2.896397e-08,2.413275e-02,2.795937e-02,1.000000e-03
266,2.11,3.213056e-08,2.536385e-02,2.509292e-02,1.000000e-03
267,1.98,2.584799e-08,2.291019e-02,2.265979e-02,1.000000e-03
268,1.72,2.554815e-08,2.271258e-02,2.417037e-02,1.000000e-03
269,1.79,2.602380e-08,2.289066e-02,2.964413e-02,1.000000e-03
270,2.03,2.435564e-08,2.223606e-02,2.253613e-02,1.000000e-03
271,1.90,2.370543e-08,2.192729e-02,2.284288e-02,1.000000e-03
272,2.12,2.373450e-08,2.199409e-02,2.676337e-02,1.000000e-03
273,1.70,2.240373e-08,2.129781e-02,2.495699e-02,1.000000e-03
274,2.24,2.650446e-08,2.315787e-02,2.343014e-02,1.000000e-03
275,2.16,2.338632e-08,2.182247e-02,2.264695e-02,1.000000e-03
276,2.10,2.434948e-08,2.218658e-02,2.278644e-02,1.000000e-03
277,1.87,2.261199e-08,2.144469e-02,2.341352e-02,1.000000e-03
278,2.04,2.499498e-08,2.248510e-02,2.296829e-02,1.000000e-03
279,1.69,2.246923e-08,2.141947e-02,2.307697e-02,1.000000e-03
280,1.81,2.174677e-08,2.107643e-02,2.189757e-02,1.000000e-03
Best model saved at epoch,280,with test_l2,2.189757e-02
281,1.67,2.262866e-08,2.139389e-02,2.285203e-02,1.000000e-03
282,1.89,2.254840e-08,2.155911e-02,2.360762e-02,1.000000e-03
283,2.10,2.526310e-08,2.261442e-02,2.516314e-02,1.000000e-03
284,1.91,2.267019e-08,2.148581e-02,2.642612e-02,1.000000e-03
285,1.96,2.447899e-08,2.231258e-02,2.338247e-02,1.000000e-03
286,2.00,2.186639e-08,2.112882e-02,2.411314e-02,1.000000e-03
287,2.09,2.384422e-08,2.202319e-02,2.392842e-02,1.000000e-03
288,2.12,2.279822e-08,2.157101e-02,2.314484e-02,1.000000e-03
289,1.99,2.269169e-08,2.145300e-02,2.346136e-02,1.000000e-03
290,1.82,2.228063e-08,2.135598e-02,2.176328e-02,1.000000e-03
Best model saved at epoch,290,with test_l2,2.176328e-02
291,1.85,2.265536e-08,2.150726e-02,2.238924e-02,1.000000e-03
292,1.76,2.228171e-08,2.136380e-02,2.606496e-02,1.000000e-03
293,1.88,2.584598e-08,2.282401e-02,2.287879e-02,1.000000e-03
294,2.48,2.440790e-08,2.217426e-02,2.235530e-02,1.000000e-03
295,1.98,2.266077e-08,2.144815e-02,2.200295e-02,1.000000e-03
